textid	text	daily_dose	dose_number	dose_unit	dose_frequency	dose_interval	choice_of_dose	dose_max_average	change_dose	dose_duration
50510	"8 EVERY DAY AS NEEDED"	8	8	""	1	1	2	0	0	0
50511	"APLASDIR"	0	0	""	0	0	0	0	0	0
50512	"UPTO 3 DAILY"	3	3	""	1	1	0	1	0	0
50513	"6 OP"	0	6	""	1	0	0	0	0	0
50514	"ONE OR TWO FOUR TIMES A DAY WHEN NEEDED"	6	1.5	""	4	1	2	2	0	0
50515	"APPLY TO AFFECTED PART SPARINGLY TWICE A DAY"	2	0	""	2	1	0	0	0	0
50516	"COIL"	0	0	""	0	0	0	0	0	0
50517	"2PRN TWICE A DAY"	4	2	""	2	1	2	1	0	0
50518	"1 IN THE MORNING 1 TEATIME"	2	1	""	2	1	0	0	0	0
50519	"1 TABLET(S) DAILY ( DISPENSE WEEKLY)"	1	1	"TAB"	1	1	0	0	0	7
50520	"1 OR 2 TABLETS THREE TIMES A DAY WHEN REQUIRED"	4.5	1.5	"TAB"	3	1	2	2	0	0
50521	"6.5MLS TWICE A DAY"	13	6.5	"ML"	2	1	0	0	0	0
50522	"TAKE ONE WHEN REQUIRED 4 TIMES/DAY"	4	1	""	4	1	2	1	0	0
50523	"(PORCINE)"	0	0	""	0	0	0	0	0	0
50524	"ONE  TWICE A DAY  REGULARLY. TO CONTROL BP  OR HELP GET RID OF WATER"	2	1	""	2	1	0	0	0	0
50525	"1 TABLET(S) TO BE TAKEN EVERY MORNING FOR BLOOD PRESSURE"	1	1	"TAB"	1	1	0	0	0	0
50526	"1-2 AT TEA TIME."	1.5	1.5	""	1	1	1	2	0	0
50527	"TAKE ONE EACH MORNING (TO PROTECT YOUR STOMACH)"	1	1	""	1	1	0	0	0	0
50528	"TWICE A DAY[FOR STOMACH]"	2	0	""	2	1	0	0	0	0
50529	"TAKE AS DIRECTED EVERY DAY"	1	0	""	1	1	0	0	0	0
50530	"TAKE ONE TABLET THREE TIMES A DAY (EVERY EIGHT HOURS WIT"	3	1	"TAB"	3	1	0	0	0	0
50531	"TIMES 2"	0	0	""	0	0	0	0	0	0
50532	"5-10MLS FOUR TIMES A DAY WHEN REQUIRED FOR INDIGESTION SYMPTOMS"	30	7.5	"ML"	4	1	2	2	0	0
50533	"USE ONE APPLICATION AS A ONE OFF DOSE"	0	0	""	0	0	0	0	0	0
50534	"TAKE HALF TABLET(S) 3 TIMES/DAY"	1.5	0.5	"TAB"	3	1	0	0	0	0
50535	"WHEN REQUIRED FREELY AS EMOLLIENT"	0	0	""	0	0	2	0	0	0
50536	"SLS ONCE A WEEK"	0.1428571	0	""	1	7	0	0	0	0
50537	"1 DROPS TO LEFT EYE EVERY DAY"	1	1	"DROPS"	1	1	0	0	0	0
50538	"TAKE 1 OR 2 TABLETS 4 TIMES A DAY WHEN REQUIRED FOR PAIN"	6	1.5	"TAB"	4	1	2	2	0	0
50539	"TAKE FOUR 5ML TEASPOONSFUL TWICE DAILY WHEN REQUIRED"	40	20	"ML"	2	1	2	0	0	0
50540	"FOR USE WHEN REQUIRED"	0	0	""	0	0	2	0	0	0
50541	"USE AS DIRECTED IN THE RIGHT EYE"	0	0	""	0	0	0	0	0	0
50542	"1 OD/OSTEOPOROSIS"	1	1	""	1	1	0	0	0	0
50543	"1 TWICE A DAY FOR GOUT"	2	1	""	2	1	0	0	0	0
50544	"TAKE ONE IN THE MORNING WITH MEALS"	1	1	""	1	1	0	0	0	0
50545	"TAKE A TABLET TWICE A DAY"	2	0	""	2	1	0	0	0	0
50546	"ONE 5ML SPOONFUL WHEN REQUIRED"	0	5	"ML"	1	0	2	0	0	0
50547	"ONE AFTER MEALS"	3	1	""	3	1	0	0	0	0
50548	"1OD PM"	1	1	""	1	1	0	0	0	0
50549	"1 TABLET AFTER FOOD THREE TIMES DAILY"	3	1	"TAB"	3	1	0	0	0	0
50550	"2-6 Q4H WHEN REQUIRED"	24	4	""	1	0.1666667	2	2	0	0
50551	"1&1/2 OD"	2	2	""	1	1	0	0	0	0
50552	"12 EVERY MORNING"	12	12	""	1	1	0	0	0	0
50553	"TAKE 1-2 EVERY 4-6 HOURS WHEN REQUIRED"	7.2	1.5	""	1	0.2083333	2	2	0	0
50554	"#### 2 QDS"	8	2	""	4	1	0	0	0	0
50555	"TAKE ONCE TWICE DAILY"	2	0	""	2	1	0	0	0	0
50556	"BATCH NUMBER: ~~~~~-~ EXPIRES: ~~.~~.~~"	0	0	""	0	0	0	0	0	0
50557	"TAKE 1 OR 2 TABLETS AT NIGHT AS DIRECTED"	1.5	1.5	"TAB"	1	1	1	2	0	0
50558	"TAKE ONE AS NEEDEDTDS"	3	1	""	3	1	2	1	0	0
50559	"1 TAB EVERY 4-6 HOURS AS REQUIRED"	4.8	1	"TAB"	1	0.2083333	2	2	0	0
50560	"HALF TABLET(S) EACH DAY"	0.5	0.5	"TAB"	1	1	0	0	0	0
50561	"2 THREE TIMES A DAY FOR 3-4 DAYS"	6	2	""	3	1	1	2	0	3.5
50562	"1 PR NOCTE"	1	1	""	1	1	0	0	0	0
50563	"TWO EVERY DAY WITH MEALS AS DIRECTED"	2	2	""	1	1	0	0	0	0
50564	"2 DOSE TO BE INHALED TWICE A DAY"	4	2	""	2	1	0	0	0	0
50565	"TAKE TWO TABLETS TWICE DAILY BEFORE FOOD"	4	2	"TAB"	2	1	0	0	0	0
50566	"APPLY 3 TIMES/DAY TO NOSE"	3	0	""	3	1	0	0	0	0
50567	"1 EACH MORNING/-HEART DISEASE"	1	1	""	1	1	0	0	0	0
50568	"AS DIRECTED BY CONSULTANT AT HOSPITAL"	0	0	""	0	0	0	0	0	0
50569	"5 ML UP TO QID"	20	5	"ML"	4	1	0	1	0	0
50570	"2 SACHETS TWICE DAILY"	4	2	"SACHET"	2	1	0	0	0	0
50571	"TO BE APPLIED WHEN REQUIRED ONCE DAILY"	1	0	""	1	1	2	1	0	0
50572	"2 TWICE A DAY AND 1 MIDDAY"	5	2	""	2.5	1	0	0	0	0
50573	"ONE OR TWO DROP 4 TIMES/DAY"	6	1.5	"DROPS"	4	1	1	2	0	0
50574	"1 TAB AT 5PM"	1	1	"TAB"	1	1	0	0	0	0
50575	"2QDSPRN FOR PAIN. NOTE THIS MEDICINE MAY CAUSE DROWSINESS OR NAUSEA."	8	2	""	4	1	2	0	0	0
50576	"TAKE 1 TWICE A DAY AT 8.00 AND 18.00HRS"	2	1	""	2	1	0	0	0	0
50577	"SEE DIRECTION LEAFLET"	0	0	""	0	0	0	0	0	0
50578	"5172"	0	5172	""	1	0	0	0	0	0
50579	"THREE TABS. DAILY"	3	3	"TAB"	1	1	0	0	0	0
50580	"1 THREE TIMES A DAY WITH OR AFTER FOOD (FOR DIABETES)"	3	1	""	3	1	0	0	0	0
50581	"1TABLET IN THE MORNING"	1	1	"TAB"	1	1	0	0	0	0
50582	"1 EACH MORING"	0	1	""	1	0	0	0	0	0
50583	"1-2 PUFF PRN"	0	1.5	"PUFF"	1	0	2	2	0	0
50584	"2 PRN MAX 8 PER DAY"	8	8	""	1	1	2	1	0	0
50585	"2 M + 1 N"	3	2	""	1.5	1	0	0	0	0
50586	"INHALE TWO PUFFS TWICE A DAY. RINSE MOUTH WITH WATER AFTER USE."	4	2	"PUFF"	2	1	0	0	0	0
50587	"1 TABLET(S) TO BE TAKEN EACH MORNING"	1	1	"TAB"	1	1	0	0	0	0
50588	"1 OR 2 PUFF(S) TWICE A DAY AS DIRECTED"	3	1.5	"PUFF"	2	1	1	2	0	0
50589	"2 PRN MAX 8 DAILY"	8	8	""	1	1	2	1	0	0
50590	"ONE PUFF  TWICE A DAY  REGULARLY  TO PREVENT WHEEZE DEVELOPING. REMEMBER TO DOUBLE  AND RE-DOUBLE DOSE FOR A WEEK IF PEAK FLOWS STARTS TO FALL. DON'T FORGET RE:- CIG SMOKE"	3	1	"PUFF"	3	1	0	0	0	7
50591	"3.75ML EVERY DAY"	3.75	3.75	"ML"	1	1	0	0	0	0
50592	"PRE -FILLED"	0	0	""	0	0	0	0	0	0
50593	"USE AT NIGHT TO EACH EYE"	2	0	""	1	1	0	0	0	0
50594	"TWO TO BE TAKEN TWICE A DAY WITH FOOD"	4	2	""	2	1	0	0	0	0
50595	"TO BE TAKEN ONE TWICE A DAY"	2	1	""	2	1	0	0	0	0
50596	"TAKE 1 OR 2 TABLETS UPTO FOUR TIMES A DAY"	6	1.5	"TAB"	4	1	1	1	0	0
50597	"TAKE ONE DAILYXXXN"	0	0	""	0	0	0	0	0	0
50598	"2 IN THE MORNING AND 1 AT MIDDAY"	3	2	""	1.5	1	0	0	0	0
50599	"1 EVERY MORNING 1 EVENING"	2	1	""	2	1	0	0	0	0
50600	"INHALE ONE OR TWO DOSES TWICE A DAY"	3	1.5	""	2	1	1	2	0	0
50601	"APPLY 2 SPRAYS INTO EACH NOSTRIL TWICE A DAY FOR NASAL SYMPTOMS"	8	2	"SPRAY"	2	1	0	0	0	0
50602	"TAKE TWO TWICE DAILY OR AS DIRECTED"	4	2	""	2	1	0	0	0	0
50603	"USE BD : QUANTITY: 2 O.P"	2	0	""	2	1	0	0	0	0
50604	"GLUTEN FREE FOOD"	3	0	""	3	1	0	0	0	0
50605	"THREE TIMES A DAY TO FOUR TIMES A DAY"	3.5	0	""	3.5	1	0	0	0	0
50606	"2 FOUR TIMES A DAY WHEN REQUIRED FOR KNEE FOR PAIN"	8	2	""	4	1	2	0	0	0
50607	"1-2PUFFS QDS/PRN @NB 1OP"	6	1.5	"PUFF"	4	1	2	2	0	0
50608	"1 ONCE A DAY :["	1	1	""	1	1	0	0	0	0
50609	"TAKE TAKE ONE OR TAKE TWO TABLETS AS REQUIRED."	0	1.5	"TAB"	1	0	2	2	0	0
50610	"TO BE APPLIED TO THE AFFECTED AREA FIVE TIMES A DAY"	5	0	""	5	1	0	0	0	0
50611	"ONE TWICE A DAY TO LEFT EYE TO RIGHT EYE"	2	1	""	2	1	0	0	0	0
50612	"TAKE ONE EVERY NIGHT FOR BP"	1	1	""	1	1	0	0	0	0
50613	"ONE TABLET EVERY DAY FOR ITCH"	1	1	"TAB"	1	1	0	0	0	0
50614	"1 TWICE A DAY AND 1 AT NIGHT"	3	1	""	3	1	0	0	0	0
50615	"1 OD ASD"	1	1	""	1	1	0	0	0	0
50616	"1TEA-TIME"	1	1	""	1	1	0	0	0	0
50617	"TAKE TWO TABLET(S) UP TO FOUR TIMES A DAY"	8	2	"TAB"	4	1	0	1	0	0
50618	"TAKE 1 OR 2 UP TO 4 TIMES/DAY WHEN REQUIRED FOR PAIN RELIEF"	6	1.5	""	4	1	2	1	0	0
50619	"2 INITAILLY THEN 1 WHEN REQUIRED MAX 4 PER DAY"	4	4	""	1	1	2	1	2	0
50620	"2 TABS TWICE A DAY WITH FOOD"	4	2	"TAB"	2	1	0	0	0	0
50621	"ONE OR 2 PUFF(S) TWICE A DAY TO PREVENT ASTHMA"	3	1.5	"PUFF"	2	1	1	2	0	0
50622	"ONE 20MG CAP AFTER BREAKFAST  30 DAYS"	20	20	"MG"	1	1	0	0	0	0
50623	"UPTO 2 FOUR TIMES A DAY WHEN REQUIRED"	8	2	""	4	1	2	1	0	0
50624	"2TAB/BD"	4	2	"TAB"	2	1	0	0	0	0
50625	"1 DAILY PRN"	1	1	""	1	1	2	0	0	0
50626	"TAKE ONE DAILY-OSTEOPOROSIS"	1	1	""	1	1	0	0	0	0
50627	"3 DROPS THREE TIMES A DAY TO EACH NOSTRIL"	18	3	"DROPS"	3	1	0	0	0	0
50628	"TOP SPARINGLY BUT NOT TO FACE"	0	0	""	0	0	0	0	0	0
50629	"TAKE ONE DAILY TO REGULATE HEART RATE"	1	1	""	1	1	0	0	0	0
50630	"1 BD AND 2 AT NIGHT"	4	1	""	4	1	0	0	0	0
50631	"10-20 MLS TWICE DAILY"	30	15	"ML"	2	1	1	2	0	0
50632	"2ML IMMEDIATELY."	2	2	"ML"	1	1	0	0	0	1
50633	"INJECT ONE  AS DIRECTED"	0	1	""	1	0	0	0	0	0
50634	"+2%MENTHOL"	0	2	""	1	0	0	0	0	0
50635	"ONE IN THE MORNING AND ONE AT 2PM"	2	1	""	2	1	0	0	0	0
50636	"1MLS EVERY MORNING"	1	1	"ML"	1	1	0	0	0	0
50637	"1 PUFF EACH NOSTRIL OD"	2	1	"PUFF"	1	1	0	0	0	0
50638	"APPLY AS DIRECTED AS MOISTURISER"	0	0	""	0	0	0	0	0	0
50639	"ONE OR TWO 5ML SPOONSFUL TO BE TAKEN TWICE A DAY WITH MEALS"	15	7.5	"ML"	2	1	1	2	0	0
50640	"TWICE DAILY PRN"	2	0	""	2	1	2	0	0	0
50641	"01:10"	0	1	""	1	0	0	0	0	0
50642	"2 DROPS TWICE A DAY FOR 5 DAYS"	4	2	"DROPS"	2	1	0	0	0	5
50643	"ONE OR TWO TABLET(S) EVERY MORNING"	1.5	1.5	"TAB"	1	1	1	2	0	0
50644	"TAKE ONE TWICE DAILY (DOSETTE)"	2	1	""	2	1	0	0	0	0
50645	"3 EVERY NIGHT FOR DEPRESSION"	3	3	""	1	1	0	0	0	0
50646	"TAKE 3  DAILY"	3	3	""	1	1	0	0	0	0
50647	"5-10ML TO BE TAKEN UP TO FOUR TIMES A DAY"	30	7.5	"ML"	4	1	1	1	0	0
50648	"1.25 ML TWICE A DAY"	2.5	1.25	"ML"	2	1	0	0	0	0
50649	"3215"	0	3215	""	1	0	0	0	0	0
50650	"TAKE 1 OR 2   4 TIMES/DAY WHEN REQUIRED FOR PAIN"	6	1.5	""	4	1	2	2	0	0
50651	"USE 10 WEEKLY"	1.428571	0	""	1	7	0	0	0	0
50652	"SIX PUFF EVERY DAY"	6	6	"PUFF"	1	1	0	0	0	0
50653	"1 EVERY MORNING WITH FOOD BLISTER PACK"	1	1	""	1	1	0	0	0	0
50654	"1-2 FOUR TIMES A DAY WHEN REQUIRED. FOR FOR FOR PAIN. POTENTIALLY ADDICTIVE. MAY CAUSE DROWSINESS. MAX 8 IN 24 HOURS"	6	1.5	""	4	1	2	2	0	0
50655	"WHEN REQUIRED TO EACH NOSTRIL"	0	0	""	0	0	2	0	0	0
50656	"2PUFF MDU"	0	2	"PUFF"	1	0	0	0	0	0
50657	"TAKE ONE IN WATER EVERY DAY FOR PREVENTION OSTEOPOROSIS"	1	1	""	1	1	0	0	0	0
50658	"1 -2 TABS. TID AS REQUIRED"	4.5	1.5	"TAB"	3	1	2	2	0	0
50659	"1TDS WHEN REQUIRED AFTER FOOD"	3	1	""	3	1	2	0	0	0
50660	"TAKE 1 OR 2 FOUR TIMES A DAY/TAKE AS NEEDED"	6	1.5	""	4	1	2	2	0	0
50661	"TAKE ONE UP TO FOUR TIMES DAILY"	4	1	""	4	1	0	1	0	0
50662	"USE ONE D"	0	0	""	0	0	0	0	0	0
50663	"8 BOXES"	0	8	""	1	0	0	0	0	0
50664	"TAKE 2 EVERY EVENING"	2	2	""	1	1	0	0	0	0
50665	"2MIDI"	0	2	""	1	0	0	0	0	0
50666	"0.5ML DELTOID IM"	0	0.5	"ML"	1	0	0	0	0	0
50667	"TAKE 7 A DAY"	7	7	""	1	1	0	0	0	0
50668	"FOR ANAEMIA"	0	0	""	0	0	0	0	0	0
50669	"0.5ML INJ GIVEN"	0	0.5	"ML"	1	0	0	0	0	0
50670	"ONE TABLET TWICE DAILY WITH MEALS IN AFTERNOON AND EVENING FOR BONES"	3	1	"TAB"	3	1	0	0	0	0
50671	"TAKE 2 IMMEDIATELY AND 1 WITH EACH LOOSE MOTION BUT NO MORE THAN 8 IN 24 HOURS"	8	8	""	1	1	0	1	0	0
50672	"APPLY VERY SPARINGLY TWICE A DAY"	2	0	""	2	1	0	0	0	0
50673	"2 DAILY FOR DYSPEPSIA"	2	2	""	1	1	0	0	0	0
50674	"TAKE ONE TABLETS FOUR TIMES A DAY"	4	1	"TAB"	4	1	0	0	0	0
50675	"TAKE 2 EACH MORNING AND 2 AT NIGHT"	4	2	""	2	1	0	0	0	0
50676	"1 EVERY DAY TO HELP HEART RHYTHM"	1	1	""	1	1	0	0	0	0
50677	"1/2 ALT DIE"	0.25	0.5	""	1	2	0	0	0	0
50678	"1 TABLET(S) AS REQUIRED"	0	1	"TAB"	1	0	2	0	0	0
50679	"TAKE ONE AT BREAKFAST AND ONE AT BEDTIME"	2	1	""	2	1	0	0	0	0
50680	"1 AT NIGHT WHEN REQUIRED TO HELP SLEEP"	1	1	""	1	1	2	0	0	0
50681	"1 AT ONSET OF ATTACK. MAY BE REPEATED AFTER AT LEAST 2 HOURS IF MIGRAINE RECURS. ONLY USE TWICE IN 24 HOURS-MIGRAINE ATTACK"	2	1	""	2	1	0	0	0	0
50682	"ONE OR TWO DISSOLVED UNDER THE TONGUE FOR PAIN"	0	1.5	""	1	0	1	2	0	0
50683	"TAKE 2 TABLETS AT 6PM"	2	2	"TAB"	1	1	0	0	0	0
50684	"1 TABLET(S) UP TO THREE TIMES A DAY WITH FOOD"	3	1	"TAB"	3	1	0	1	0	0
50685	"BEGRIVAC 2000/2001) BATCH ~~~~~~"	0	2000	""	1	0	0	0	0	0
50686	"APPLY AS NEEDED FREQUENTLY"	0	0	""	0	0	2	0	0	0
50687	"TAKE 75MG AT NIGHT"	75	75	"MG"	1	1	0	0	0	0
50688	"2/8HRLY/PRN"	6	2	""	1	0.3333333	2	0	0	0
50689	"1 TDS6"	3	1	""	3	1	0	0	0	0
50690	"1 TWICE A DAY DAY 19 TO 26"	2	1	""	2	1	0	0	0	8
50691	"1-2 UP TO 4XDAILY"	6	1.5	""	4	1	1	1	0	0
50692	"8 0D"	8	8	""	1	1	0	0	0	0
50693	"AS PER DRS ISNTRUCTIONS"	0	0	""	0	0	0	0	0	0
50694	"TWO IMMEDIATELY AND THEN ONE EVERY DAY"	1	1	""	1	1	0	0	2	0
50695	"AS DIRECTED QID"	4	0	""	4	1	0	0	0	0
50696	"QUANTITY=OPX2"	0	0	""	0	0	0	0	0	0
50697	"TO BE APPLIED SIX TIMES DAILY"	6	0	""	6	1	0	0	0	0
50698	"TAKE ONE TABLET AT NIGHT TO LOWER THE CHOLESTEROL (IS YOUR CHOLESTEROL LESS THAN 5)"	1	1	"TAB"	1	1	0	0	0	0
50699	"2 PUFFS TWICE DAILY (FOR ASTHMA OR COPD)"	4	2	"PUFF"	2	1	0	0	0	0
50700	"4 DAILY FOR 4 DAYS"	4	4	""	1	1	0	0	0	4
50701	"AS NEEDED FOR CONSTIPATION"	0	0	""	0	0	2	0	0	0
50702	"1 EVERY DAY DISP WEEKLY"	0.1428571	1	""	1	7	0	0	0	0
50703	"5ML TO BE TAKEN WHEN REQUIRED"	0	5	"ML"	1	0	2	0	0	0
50704	"TAKE 1 TABLET(S) ONCE A WEEK BEFORE BREAKFAST WITH A LARGE GLASS EVERY FORTNIGHT WATER."	0.2142857	1	"TAB"	1.5	7	0	0	0	0
50705	"A HALF OR ONE FOUR TIMES A DAY WHEN REQUIRED"	3	0.75	""	4	1	2	2	0	0
50706	"1 TDS PRN FOR DIZZINESS"	3	1	""	3	1	2	0	0	0
50707	"TAKE ONE AS DIRECTED FOR MIGRAINES"	0	1	""	1	0	0	0	0	0
50708	"ONE PUFF TWICE A DAY TO EACH EAR"	4	1	"PUFF"	2	1	0	0	0	0
50709	"1 -2 EVERY NIGHT AS DIRECTED"	1.5	1.5	""	1	1	1	2	0	0
50710	"TWO IMMEDIATELY THEN ONE DAILY DURING A MEAL"	1	1	""	1	1	0	0	0	0
50711	"2PUFFS TDS PRN"	6	2	"PUFF"	3	1	2	0	0	0
50712	"1 TO BE APPLIED DAILY"	1	1	""	1	1	0	0	0	0
50713	"2TABLETS DAILY"	2	2	"TAB"	1	1	0	0	0	0
50714	"TO BE APPLIED WHOLE BODY EXCLUDING NECK AND HEAD (EXCEPT YOUNG CHILDREN AND THE ELDERLY). WASH OFF AFTER 24 HOURS"	0	0	""	0	0	0	0	0	0
50715	"10MG TWICE DAILY"	20	10	"MG"	2	1	0	0	0	0
50716	"// EVERY DAY"	1	0	""	1	1	0	0	0	0
50717	"TAKE 1 EVERY WEEK AS SHOWN ON THE PACK"	0.1428571	1	""	1	7	0	0	0	0
50718	"0.5ML IMI"	0	0.5	"ML"	1	0	0	0	0	0
50719	"ONE 5ML SPOONFUL IN THE MORNING FOR CONSTIPATION"	5	5	"ML"	1	1	0	0	0	0
50720	"TAKE TWO  THREE TIMES A DAY"	6	2	""	3	1	0	0	0	0
50721	"BD TO HANDS"	2	0	""	2	1	0	0	0	0
50722	"2 SPRAYS EVERY NIGHT"	2	2	"SPRAY"	1	1	0	0	0	0
50723	"USE AS DIRECTED - ACBS"	0	0	""	0	0	0	0	0	0
50724	"ONE OR FOUR EVERY DAY AS DIRECTED"	2.5	2.5	""	1	1	1	2	0	0
50725	"5 OR 10 ML EVERY DAY"	7.5	7.5	"ML"	1	1	1	2	0	0
50726	"DAILY FOR BLOOD PRESSURE"	1	0	""	1	1	0	0	0	0
50727	"ONE PUFF(S) TO EACH NOSTRIL EVERY MORNING"	2	1	"PUFF"	1	1	0	0	0	0
50728	"1 ONCE A DAY :[X28DAYS]"	1	1	""	1	1	0	0	0	28
50729	"200 MG DAILY"	200	200	"MG"	1	1	0	0	0	0
50730	"TAKE ONCE A MONTH"	3.333334E-02	1	""	1	30	0	0	0	0
50731	"1-2 DROPS 3-4 TIMES A DAY"	5.25	1.5	"DROPS"	3.5	1	1	2	0	0
50732	"TAKE ONE OR TWOAT NIGHT"	1.5	1.5	""	1	1	1	2	0	0
50733	"1 DAILY REDUCES BLOOD PRESSURE AND PROTECTS AGAINST ANGINA"	1	1	""	1	1	0	0	0	0
50734	"CHEW ONE  TWICE A DAY  REGULARLY  TO TRY TO PUT CALCIUM IN BONES  ANNUAL CALCIUM BLOOD TESTS"	2	1	""	2	1	0	0	0	0
50735	"1 AT NIGHT FOR CHOLESTEROL LOWERING"	1	1	""	1	1	0	0	0	0
50736	"5ML (125MG) QID  5 DAYS"	500	125	"MG"	4	1	0	0	0	0
50737	"ONE CAPFUL IN BATH"	0	1	""	1	0	0	0	0	0
50738	"ONE TWICE A DAY SPARINGLY"	2	1	""	2	1	0	0	0	0
50739	"1 TABLET TWICE A DAY AFTER FOOD"	2	1	"TAB"	2	1	0	0	0	0
50740	"3.5ML THREE TIMES A DAY"	10.5	3.5	"ML"	3	1	0	0	0	0
50741	"1TDS FOR NAUSEA"	3	1	""	3	1	0	0	0	0
50742	"ONE HALF TABLET(S) TWICE A DAY"	1	0.5	"TAB"	2	1	0	0	0	0
50743	"TAKE HALF A TABLET IN THE MORNING AND ONE TABLET AT NIGHT"	1.5	0.5	"TAB"	3	1	0	0	0	0
50744	"ONE FOR LOOSE MOTIONS UP TO SIX EVERY DAY"	3.5	3.5	""	1	1	0	2	0	0
50745	"ONE OR TWO TABLETS TO BE TAKEN UP TO FOUR TIMES A DAY FOR FOR FOR PAIN RELIEF"	6	1.5	"TAB"	4	1	1	1	0	0
50746	"THREE 5ML SPOONSFUL TO BE TAKEN EVERY NIGHT AND WHEN REQUIRED"	15	15	"ML"	1	1	2	0	0	0
50747	"ONE DROP BOTH EYES NOCTE"	2	1	"DROPS"	1	1	0	0	0	0
50748	"7 BD"	14	7	""	2	1	0	0	0	0
50749	"2 PUFFS FOUR TIMES A DAY WHEN REQUIRED."	8	2	"PUFF"	4	1	2	0	0	0
50750	"TO BE APPLIED TO THE AFFECTED PART SPARINGLY TWICE A DAY : NOT FOR CONTINUOUS USE"	2	0	""	2	1	0	0	0	0
50751	"3-NOC"	3	3	""	1	1	0	0	0	0
50752	"TO BE APPLIED FROM THE NECK DOWNWARDS: COVERING ALL SKIN AREAS INCLUDING FINGER AND TOE WEBS AND BETWEEN LEGS &C. REPEAT AFTER ONE WEEK."	1	0	""	1	1	0	0	0	7
50753	"APPLY AS DIRECTED :[1XOP]"	0	0	""	0	0	0	0	0	0
50754	"ONE OR TWO PUFF SPARINGLY TO RIGHT NOSTRIL"	0	1.5	"PUFF"	1	0	1	2	0	0
50755	"TAKE ONE DAILY AS DIRECTED WHEN REQUIRED"	1	1	""	1	1	2	0	0	0
50756	"X 10"	0	10	""	1	0	0	0	0	0
50757	"(CAPLENAL) 1 EVERY DAY"	1	1	""	1	1	0	0	0	0
50758	"1 DROP NOCTE TO BOTH EYES : QUANTITY: 1 O.P"	2	1	"DROPS"	1	1	0	0	0	0
50759	"TAKE ONE 3 TIMES/DAY FOR UTI"	3	1	""	3	1	0	0	0	0
50760	"INSERT ONE TWICE A DAY AS DIRECTED"	2	1	""	2	1	0	0	0	0
50761	"1-2 FOUR TIMES A DAY WHEN NECESSARY :[100]"	6	1.5	""	4	1	1	2	0	0
50762	"HALF A TABLET EVERY MORNING VIA WEEKLY DOSSET BOX SYSTEM"	0.5	0.5	"TAB"	1	1	0	0	0	0
50763	"6-8 MAX"	0	7	""	1	0	1	1	0	0
50764	"APPLY AFTER BATH"	0	0	""	0	0	0	0	0	0
50765	"IO ML TDS"	30	10	"ML"	3	1	0	0	0	0
50766	"TAKE THREE CAPSULES AT NIGHT"	3	3	"CAP"	1	1	0	0	0	0
50767	"APPLY ONE DROP TWICE A DAY TO BOTH EYES"	4	1	"DROPS"	2	1	0	0	0	0
50768	"USE FOUR TIMES DAILY IN BOTH EYES IF REQUIRED"	8	0	""	4	1	2	0	0	0
50769	"TAKE TWO TABLETS WITH EVENING MEAL"	2	2	"TAB"	1	1	0	0	0	0
50770	"2 PUFFS 4 HOURLY AS NECESSARY"	12	2	"PUFF"	1	0.1666667	0	0	0	0
50771	"APPLY 3-4 TIMES/DAY SPARINGLY"	3.5	0	""	3.5	1	1	2	0	0
50772	"1 OR 2 PUFF(S) EVERY FOUR HOURS WHEN REQUIRED"	9	1.5	"PUFF"	1	0.1666667	2	2	0	0
50773	"ONE EVERY NIGHT TO PROTECT STOMACH FROM ULCERS"	1	1	""	1	1	0	0	0	0
50774	"TAKE TWO  TWICE A DAY TO MAKE 160MG"	4	2	"MG"	2	1	0	0	0	0
50775	"2-8HRLY PRN"	4.8	0	""	1	0.2083333	2	2	0	0
50776	"5 TABLET(S) ONCE A WEEK"	0.7142857	5	"TAB"	1	7	0	0	0	0
50777	"USE 8 WEEKLY"	1.142857	0	""	1	7	0	0	0	0
50778	"WELL 0.5ML"	0	0.5	"ML"	1	0	0	0	0	0
50779	"2 EVERY MORNING (TO PREVENT GOUT)"	2	2	""	1	1	0	0	0	0
50780	"TAKE ONE DAILY  LOSEC MUPS"	1	1	""	1	1	0	0	0	0
50781	"TO BE EATEN"	0	0	""	0	0	0	0	0	0
50782	"1 TWICE A DAY AFTER FOOD FOR FOR FOR PAIN"	2	1	""	2	1	0	0	0	0
50783	"1 AT 8.00AM"	1	1	""	1	1	0	0	0	0
50784	"TAKE ONE ONCE DAILY AT BEDTIME"	1	1	""	1	1	0	0	0	0
50785	"3F41162"	0	3	""	1	0	0	0	0	0
50786	"1 CAPSULE(S) TWICE A DAY"	2	1	"CAP"	2	1	0	0	0	0
50787	"ONE EVERY FOUR TO SIX HOURS WHEN REQUIRED"	4.8	1	""	1	0.2083333	2	2	0	0
50788	"2 THREE TIMES A DAY FOR COLITIS"	6	2	""	3	1	0	0	0	0
50789	"TAKE ONE DAILY (FOR YOUR BLADDER)"	1	1	""	1	1	0	0	0	0
50790	"LEUKOSTRIPS"	0	0	""	0	0	0	0	0	0
50791	"2 X 4 TIMES A DAY"	8	0	""	8	1	0	0	0	0
50792	"2 TABS MANE 1 TAB MIDDAY"	3	2	"TAB"	1.5	1	0	0	0	0
50793	"1 TWICE A DAY :[X56CAPS]"	2	1	"CAP"	2	1	0	0	0	0
50794	"5ML SPOON TWICE A DAY AS NEEDED"	10	5	"ML"	2	1	2	0	0	0
